Seed_Value,ML_Model,Hyperparameter_Tuning,Time_Taken,Training_Accuracy,Improvement_Training_Accuracy(%),Training_Precision,Improvement_Training_Precision(%),Training_Recall,Training_Improvement_Recall(%),Training_F1_Score,Training_Improvement_F1_Score(%),Training_ROC_AUC,Training_Improvement_ROC_AUC(%),Testing_Accuracy,Testing_Improvement_Accuracy(%),Testing_Precision,Testing_Improvement_Precision(%),Testing_Recall,Testing_Improvement_Recall_(%),Testing_F1_Score,Testing_Improvement_F1_Score_(%),Testing_ROC_AUC,Testing_Improvement_ROC_AUC_(%),Best_Parameter_Found
404,Support Vector Classifier,Grid Search,2520.556479,0.952524744,1.93895871,0.95335271,1.967350719,0.952524744,1.93895871,0.952502737,1.938927082,0.952524744,1.93895871,0.9175607,0.994406462,0.922891583,0.161468902,0.9175607,0.994406462,0.919611934,0.754620754,0.96472243,0.600899069,"{'kernel': 'rbf', 'C': 10, 'gamma': 'auto'}"
404,Support Vector Classifier,Half Grid Search,33.14066095,0.921489683,-1.38240575,0.921735355,-1.414333554,0.921489683,-1.38240575,0.921477727,-1.381437352,0.921489683,-1.38240575,0.897233202,-1.243008083,0.914934121,-0.702154819,0.897233202,-1.243008083,0.902852237,-1.081606977,0.946816068,-1.266369775,"{'kernel': 'poly', 'C': 10, 'degree': 2, 'gamma': 'scale'}"
404,Support Vector Classifier,Genetic Algorithm,1480.486381,0.952524744,1.93895871,0.95335271,1.967350719,0.952524744,1.93895871,0.952502737,1.938927082,0.952524744,1.93895871,0.9175607,0.994406462,0.922891583,0.161468902,0.9175607,0.994406462,0.919611934,0.754620754,0.96472243,0.600899069,"{'kernel': 'rbf', 'C': 10, 'gamma': 'auto'}"
404,Random Forest Classifier,Baseline,6.393374681,0.975507,0,0.975589628,0,0.975507465,0,0.975506366,0,0.975507465,0,0.955392434,0,0.956196826,0,0.955392434,0,0.955733365,0,0.983675422,0,"{'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'n_estimators': 100}"
404,Random Forest Classifier,Simulated Annealing,385.0032061,0.974165409,-0.137527614,0.97428733,-0.133488309,0.974165409,-0.137575236,0.97416369,-0.137638876,0.974165409,-0.137575236,0.958215697,0.295508265,0.959392755,0.334233362,0.958215697,0.295508265,0.958675078,0.30779639,0.98548216,0.183672191,"{'n_estimators': 250, 'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 2}"
404,Random Forest Classifier,Grid Search,6629.022015,0.975423587,-0.008550769,0.975509314,-0.008232355,0.975423587,-0.008598458,0.97542244,-0.008603388,0.975423587,-0.008598458,0.95256917,-0.295508275,0.953502577,-0.281767135,0.95256917,-0.295508275,0.952963755,-0.289789004,0.983567681,-0.010952922,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 2, 'n_estimators': 100}"
404,Random Forest Classifier,Half Grid Search,2295.524272,0.97466868,-0.085936872,0.974781897,-0.082794146,0.97466868,-0.085984519,0.974667108,-0.086033052,0.97466868,-0.085984519,0.955392434,0,0.956196826,0,0.955392434,0,0.955733365,0,0.984291086,0.062588165,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 2, 'n_estimators': 250}"
404,Random Forest Classifier,Genetic Algorithm,218.9981392,0.973662137,-0.189118356,0.973770021,-0.186513555,0.973662137,-0.189165954,0.973660542,-0.189217033,0.973662137,-0.189165954,0.961603614,0.650118201,0.962708752,0.681023585,0.961603614,0.650118201,0.962025748,0.658382602,0.985360211,0.171274921,"{'n_estimators': 250, 'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 3}"
404,Gradient Boosting Classifier,Baseline,10.78540445,0.965861433,0,0.965894204,0,0.965861433,0,0.965860834,0,0.965861433,0,0.954827781,0,0.957731819,0,0.954827781,0,0.955786705,0,0.986230429,0,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}"
404,Gradient Boosting Classifier,Simulated Annealing,1374.798198,0.980791814,1.545809823,0.980884793,1.551990761,0.980791814,1.545809823,0.980790873,1.545775373,0.980791814,1.545809823,0.963297572,0.887049086,0.963984037,0.652815139,0.963297572,0.887049086,0.963578085,0.815179784,0.988352103,0.215129663,"{'learning_rate': 0.1, 'n_estimators': 500, 'subsample': 0.7, 'max_depth': 10}"
404,Gradient Boosting Classifier,Grid Search,65271.80599,0.980791814,1.545809823,0.980884793,1.551990761,0.980791814,1.545809823,0.980790873,1.545775373,0.980791814,1.545809823,0.963297572,0.887049086,0.963984037,0.652815139,0.963297572,0.887049086,0.963578085,0.815179784,0.988352103,0.215129663,"{'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 500, 'subsample': 0.7}"
404,Gradient Boosting Classifier,Half Grid Search,4256.744813,0.978443214,1.302648724,0.978480146,1.303035252,0.978443214,1.302648724,0.978442811,1.302669773,0.978443214,1.302648724,0.962733,0.827920936,0.964153,0.670457123,0.962733,0.827920936,0.963241,0.779911947,0.988347,0.214612218,"{'learning_rate': 0.21544347, 'max_depth': 4, 'n_estimators': 500, 'subsample': 0.5}"
404,Gradient Boosting Classifier,Genetic Algorithm,1426.942249,0.978023822,1.259227099,0.978048129,1.258308141,0.978023822,1.259227099,0.978023545,1.259261249,0.978023822,1.259227099,0.961038961,0.650502659,0.962414176,0.488900704,0.961038961,0.650502659,0.961544251,0.602388082,0.988110573,0.190639453,"{'learning_rate': 0.1, 'n_estimators': 250, 'subsample': 1, 'max_depth': 5}"
7,Logistic Regression,Baseline,0.673814726,0.865355661,0,0.865452332,0,0.865356201,0,0.865346855,0,0.865356201,0,0.861660079,0,0.890416251,0,0.861660079,0,0.870800034,0,0.917314798,0,"{'l1_ratio': None, 'penalty': 'l2', 'solver': 'lbfgs', 'C': 1.0}"
7,Logistic Regression,Simulated Annealing,15.84743714,0.867364134,0.232098002,0.867444858,0.230229387,0.867364696,0.232100307,0.867356984,0.232291663,0.867364696,0.232100307,0.861095426,-0.065530807,0.890687672,0.030482418,0.861095426,-0.065530807,0.870430534,-0.042432313,0.91600031,-0.143297438,"{'penalty': 'l2', 'solver': 'newton-cg', 'C': 0.03125}"
7,Logistic Regression,Grid Search,35.32045713,0.867364134,0.232098002,0.867444858,0.230229387,0.867364696,0.232100307,0.867356984,0.232291663,0.867364696,0.232100307,0.861095426,-0.065530807,0.890687672,0.030482418,0.861095426,-0.065530807,0.870430534,-0.042432313,0.915993475,-0.144042482,"{'solver': 'saga', 'penalty': 'elasticnet', 'l1_ratio': 0.0, 'C': 0.03125}"
7,Logistic Regression,Half Grid Search,18.07248826,0.865439329,0.009668626,0.865535087,0.009561959,0.865439911,0.009673473,0.865430616,0.00967946,0.865439911,0.009673473,0.862224732,0.065530795,0.891181009,0.085887696,0.862224732,0.065530795,0.871379801,0.066578649,0.917378586,0.006953774,"{'solver': 'saga', 'penalty': 'elasticnet', 'l1_ratio': 0.0, 'C': 32}"
7,Logistic Regression,Genetic Algorithm,16.46082659,0.867364134,0.232098002,0.867444858,0.230229387,0.867364696,0.232100307,0.867356984,0.232291663,0.867364696,0.232100307,0.861095426,-0.065530807,0.890687672,0.030482418,0.861095426,-0.065530807,0.870430534,-0.042432313,0.91600031,-0.143297438,"{'solver': 'saga', 'penalty': 'l1', 'C': 0.03125}"
7,Support Vector Classifier,Baseline,35.22160892,0.938159261,0,0.938938901,0,0.938159132,0,0.938131623,0,0.938159132,0,0.9175607,0,0.925234546,0,0.9175607,0,0.92021544,0,0.958426168,0,"{'kernel': 'rbf', 'C': 1.0, 'degree': 3, 'gamma': 'scale'}"
7,Support Vector Classifier,Simulated Annealing,1372.814158,0.959330816,2.256712296,0.960364957,2.281943605,0.959331256,2.256773171,0.959307967,2.257289231,0.959331256,2.256773171,0.928289102,1.169230766,0.928385798,0.340589531,0.928289102,1.169230766,0.928336987,0.882570097,0.956749454,-0.174944441,"{'kernel': 'rbf', 'C': 10, 'degree': 5, 'gamma': 'auto'}"
7,Support Vector Classifier,Grid Search,1299.604413,0.959330816,2.256712296,0.960364957,2.281943605,0.959331256,2.256773171,0.959307967,2.257289231,0.959331256,2.256773171,0.928289102,1.169230766,0.928385798,0.340589531,0.928289102,1.169230766,0.928336987,0.882570097,0.956749454,-0.174944441,"{'kernel': 'rbf', 'C': 10, 'gamma': 'auto'}"
7,Support Vector Classifier,Half Grid Search,55.47666435,0.866778164,-7.608633221,0.866984743,-7.663348228,0.866779062,-7.608524848,0.866759526,-7.60789797,0.866779062,-7.608524848,0.859966121,-6.276923084,0.890198257,-3.786746697,0.859966121,-6.276923084,0.869482034,-5.513209633,0.916740706,-4.349365951,"{'kernel': 'linear', 'C': 10, 'gamma': 'auto'}"
7,Support Vector Classifier,Genetic Algorithm,1137.219321,0.958410321,2.158595149,0.959409142,2.180146247,0.958410824,2.158662726,0.958387577,2.159180344,0.958410824,2.158662726,0.923207228,0.615384617,0.924302376,-0.100749567,0.923207228,0.615384617,0.923710053,0.37976032,0.957006885,-0.148084771,"{'kernel': 'rbf', 'C': 8, 'gamma': 'auto'}"
7,Random Forest Classifier,Baseline,6.609736729,0.975648619,0,0.975766532,0,0.975648744,0,0.975647089,0,0.975648744,0,0.949181254,0,0.948399964,0,0.949181254,0,0.948690211,0,0.983969847,0,"{'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'n_estimators': 100}"
7,Random Forest Classifier,Simulated Annealing,356.9307007,0.976318173,0.068626572,0.976438725,0.068888794,0.976318214,0.068617943,0.97631667,0.068629416,0.976318214,0.068617943,0.954827781,0.594883999,0.954312909,0.623465249,0.954827781,0.594883999,0.95451876,0.614378543,0.984892494,0.093767904,"{'n_estimators': 80, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 5}"
7,Random Forest Classifier,Grid Search,6800.950108,0.977322316,0.171547037,0.977443706,0.171882725,0.977322399,0.17154271,0.977320882,0.171557259,0.977322399,0.17154271,0.950875212,0.178465198,0.950257912,0.19590335,0.950875212,0.178465198,0.950504727,0.191265334,0.984091727,0.01238663,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 3, 'n_estimators': 250}"
7,Random Forest Classifier,Half Grid Search,1325.545878,0.975481493,-0.017129722,0.975614024,-0.015629548,0.975481492,-0.017142635,0.975479735,-0.017153047,0.975481492,-0.017142635,0.952004517,0.297442,0.951319346,0.307821806,0.952004517,0.297442,0.951574836,0.304063926,0.984908441,0.095388584,"{'criterion': 'log_loss', 'max_depth': 15, 'min_samples_split': 2, 'n_estimators': 200}"
7,Random Forest Classifier,Genetic Algorithm,387.2358169,0.969372406,-0.643286279,0.969568542,-0.635191852,0.969372509,-0.64328838,0.969369203,-0.643458682,0.969372509,-0.64328838,0.944664032,-0.475907197,0.945484187,-0.307441766,0.944664032,-0.475907197,0.945026362,-0.386200781,0.98138985,-0.262202852,"{'n_estimators': 80, 'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 5}"
7,Gradient Boosting Classifier,Baseline,10.97236686,0.96903765,0,0.969089106,0,0.969037963,0,0.969036798,0,0.969037963,0,0.948616601,0,0.950212368,0,0.948616601,0,0.949243556,0,0.985640864,0,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}"
7,Gradient Boosting Classifier,Simulated Annealing,1776.035344,0.982259316,1.364412044,0.982298982,1.363122949,0.982259147,1.3643618,0.982258932,1.364461486,0.982259147,1.3643618,0.960474308,1.249999999,0.959918207,1.021438978,0.960474308,1.249999999,0.960092386,1.142892183,0.982587014,-0.309834019,"{'learning_rate': 0.46415888, 'n_estimators': 200, 'subsample': 0.7, 'max_depth': 7}"
7,Gradient Boosting Classifier,Grid Search,68310.01151,0.983347189,1.476675298,0.983403575,1.477105563,0.983347041,1.476627185,0.983346695,1.476713446,0.983347041,1.476627185,0.962168267,1.428571426,0.96172553,1.211640891,0.962168267,1.428571426,0.96188295,1.331522803,0.989356516,0.376978211,"{'learning_rate': 0.46415888, 'max_depth': 7, 'n_estimators': 500, 'subsample': 0.8}"
7,Gradient Boosting Classifier,Half Grid Search,3477.55371,0.98200827,1.338505313,0.982029651,1.335330745,0.982008143,1.338459406,0.982008066,1.338573263,0.982008143,1.338459406,0.963862,1.607119166,0.96342,1.389966343,0.963862,1.607119166,0.963564,1.508616415,0.990352,0.477976895,"{'learning_rate': 0.21544347, 'max_depth': 4, 'n_estimators': 500, 'subsample': 0.8}"
7,Gradient Boosting Classifier,Genetic Algorithm,589.513017,0.982928723,1.43349162,0.982993188,1.434757868,0.982928743,1.433460868,0.982928142,1.433520721,0.982928743,1.433460868,0.962732919,1.488095242,0.962328636,1.275111639,0.962732919,1.488095242,0.962477977,1.394207116,0.989910105,0.433143577,"{'learning_rate': 0.21544347, 'n_estimators': 500, 'subsample': 0.5, 'max_depth': 7}"
13,Logistic Regression,Baseline,0.622831583,0.864193504,0,0.864399929,0,0.864192505,0,0.864174195,0,0.864192505,0,0.861095426,0,0.899295469,0,0.861095426,0,0.872493012,0,0.930894893,0,"{'l1_ratio': None, 'penalty': 'l2', 'solver': 'lbfgs', 'C': 1.0}"
13,Logistic Regression,Simulated Annealing,9.006492043,0.864445308,0.029137528,0.864652152,0.029179027,0.864444351,0.029142449,0.864426006,0.029138918,0.864444351,0.029142449,0.861095426,-1.48845E-09,0.899295469,2.98757E-09,0.861095426,-1.48845E-09,0.872493012,-4.55362E-09,0.930875731,-0.00205851,"{'penalty': 'l2', 'solver': 'newton-cg', 'C': 2}"
13,Logistic Regression,Grid Search,29.61052232,0.865301685,0.128232994,0.865662355,0.146046547,0.865300859,0.128253213,0.865267959,0.126567498,0.865300859,0.128253213,0.856578204,-0.524590164,0.898173169,-0.124797712,0.856578204,-0.524590164,0.868845626,-0.41804192,0.931093705,0.021357076,"{'solver': 'liblinear', 'penalty': 'l1', 'C': 0.03125}"
13,Logistic Regression,Half Grid Search,16.2133759,0.864193483,-2.45028E-06,0.864405884,0.000688893,0.864192505,-4.94267E-09,0.864173647,-6.34E-05,0.864192505,-4.94267E-09,0.861095426,-1.48845E-09,0.899295469,2.98756E-09,0.861095426,-1.48845E-09,0.872493012,-4.55362E-09,0.930856568,-0.004117024,"{'solver': 'newton-cg', 'penalty': 'l2', 'C': 32}"
13,Logistic Regression,Genetic Algorithm,8.974684954,0.864445308,0.029137528,0.864652152,0.029179027,0.864444351,0.029142449,0.864426006,0.029138918,0.864444351,0.029142449,0.861095426,-1.48845E-09,0.899295469,2.98756E-09,0.861095426,-1.48845E-09,0.872493012,-4.55362E-09,0.930875731,-0.00205851,"{'solver': 'newton-cg', 'penalty': 'l2', 'C': 2}"
13,Support Vector Classifier,Baseline,37.79059463,0.937384575,0,0.938175051,0,0.937383811,0,0.937356826,0,0.937383811,0,0.918690006,0,0.929744404,0,0.918690006,0,0.922229944,0,0.965071381,0,"{'kernel': 'rbf', 'C': 1.0, 'degree': 3, 'gamma': 'scale'}"
13,Support Vector Classifier,Simulated Annealing,1396.560729,0.953332249,1.701294714,0.954225106,1.710773918,0.953331126,1.701257828,0.953310091,1.701941547,0.953331126,1.701257828,0.925465839,0.737553779,0.931458316,0.184342197,0.925465839,0.737553779,0.927622541,0.584734509,0.964369551,-0.072723125,"{'kernel': 'rbf', 'C': 8, 'degree': 2, 'gamma': 'scale'}"
13,Support Vector Classifier,Grid Search,2378.261827,0.957696848,2.166909267,0.958549331,2.171692706,0.957695895,2.166890829,0.957677436,2.167862807,0.957695895,2.166890829,0.924337,0.61467898,0.928512,-0.132553015,0.924337,0.61467898,0.925971,0.405653282,0.963313,-0.182202136,"{'kernel': 'rbf', 'C': 10, 'gamma': 'auto'}"
13,Support Vector Classifier,Half Grid Search,46.71557278,0.865452485,-7.673701065,0.865866362,-7.707377136,0.865451063,-7.673777539,0.865414623,-7.675007123,0.865451063,-7.673777539,0.858836815,-6.515058385,0.899009157,-3.305773844,0.858836815,-6.515058385,0.870717253,-5.585666764,0.930549967,-3.577084023,"{'kernel': 'linear', 'C': 1, 'gamma': 'auto'}"
13,Support Vector Classifier,Genetic Algorithm,1286.469827,0.952408951,1.602797498,0.952922767,1.571957778,0.952407787,1.60275603,0.95239585,1.604407633,0.952407787,1.60275603,0.922642575,0.430239703,0.925852267,-0.418624443,0.922642575,0.430239703,0.923968502,0.188516708,0.933426751,-3.278993689,"{'kernel': 'poly', 'gamma': 'auto', 'C': 8, 'degree': 4}"
13,Random Forest Classifier,Baseline,6.045242071,0.97439964,0,0.974471598,0,0.974399216,0,0.974398622,0,0.974399216,0,0.960474308,0,0.961621368,0,0.960474308,0,0.960916666,0,0.988769522,0,"{'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'n_estimators': 100}"
13,Random Forest Classifier,Simulated Annealing,346.9836953,0.97406402,-0.034443744,0.974187031,-0.029202147,0.974063406,-0.034463278,0.97406224,-0.034521958,0.974063406,-0.034463278,0.959909656,-0.058788944,0.961520135,-0.010527318,0.959909656,-0.058788944,0.960492016,-0.044192245,0.988696465,-0.007388718,"{'n_estimators': 100, 'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 2}"
13,Random Forest Classifier,Grid Search,6814.670682,0.975155181,0.07753909,0.975285256,0.083497357,0.975154672,0.077530452,0.975153367,0.077457587,0.975154672,0.077530452,0.961604,0.117618107,0.962726,0.114871809,0.961604,0.117618107,0.962033,0.116173846,0.989777,0.101892108,"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 2, 'n_estimators': 500}"
